-0.0002, 0.00710011
-0.000199996, 0.00710011
-0.000199992, 0.00710011
-0.000199988, 0.00710011
-0.000199984, 0.00710011
-0.00019998, 0.00710011
-0.000199976, 0.00710011
-0.000199972, -0.0328999
-0.000199968, -0.0328999
-0.000199964, 0.00710011
-0.00019996, 0.00710011
-0.000199956, 0.00710011
-0.000199952, 0.00710011
-0.000199948, 0.00710011
-0.000199944, -0.0328999
-0.00019994, 0.00710011
-0.000199936, 0.00710011
-0.000199932, -0.0328999
-0.000199928, 0.00710011
-0.000199924, -0.0328999
-0.00019992, -0.0328999
-0.000199916, 0.00710011
-0.000199912, 0.00710011
-0.000199908, 0.00710011
-0.000199904, -0.0328999
-0.0001999, -0.0328999
-0.000199896, 0.00710011
-0.000199892, 0.00710011
-0.000199888, 0.00710011
-0.000199884, -0.0328999
-0.00019988, 0.00710011
-0.000199876, 0.00710011
-0.000199872, 0.00710011
-0.000199868, 0.00710011
-0.000199864, -0.0328999
-0.00019986, 0.00710011
-0.000199856, 0.00710011
-0.000199852, 0.00710011
-0.000199848, -0.0328999
-0.000199844, 0.00710011
-0.00019984, -0.0328999
-0.000199836, 0.00710011
-0.000199832, 0.00710011
-0.000199828, 0.00710011
-0.000199824, 0.00710011
-0.00019982, -0.0328999
-0.000199816, -0.0328999
-0.000199812, 0.00710011
-0.000199808, 0.0471001
-0.000199804, 0.00710011
-0.0001998, 0.00710011
-0.000199796, 0.00710011
-0.000199792, 0.00710011
-0.000199788, -0.0328999
-0.000199784, 0.00710011
-0.00019978, 0.00710011
-0.000199776, 0.00710011
-0.000199772, 0.00710011
-0.000199768, 0.00710011
-0.000199764, 0.00710011
-0.00019976, 0.00710011
-0.000199756, 0.00710011
-0.000199752, 0.00710011
-0.000199748, 0.00710011
-0.000199744, 0.00710011
-0.00019974, 0.00710011
-0.000199736, -0.0328999
-0.000199732, 0.00710011
-0.000199728, 0.00710011
-0.000199724, 0.00710011
-0.00019972, 0.00710011
-0.000199716, 0.00710011
-0.000199712, 0.00710011
-0.000199708, 0.00710011
-0.000199704, 0.00710011
-0.0001997, 0.00710011
-0.000199696, 0.00710011
-0.000199692, -0.0328999
-0.000199688, 0.00710011
-0.000199684, 0.00710011
-0.00019968, -0.0328999
-0.000199676, -0.0328999
-0.000199672, -0.0328999
-0.000199668, 0.00710011
-0.000199664, 0.00710011
-0.00019966, 0.00710011
-0.000199656, 0.00710011
-0.000199652, 0.00710011
-0.000199648, -0.0328999
-0.000199644, 0.00710011
-0.00019964, 0.00710011
-0.000199636, 0.00710011
-0.000199632, 0.00710011
-0.000199628, -0.0328999
-0.000199624, 0.00710011
-0.00019962, 0.00710011
-0.000199616, 0.00710011
-0.000199612, 0.00710011
-0.000199608, 0.00710011
-0.000199604, 0.00710011
-0.0001996, 0.00710011
-0.000199596, 0.00710011
-0.000199592, 0.00710011
-0.000199588, 0.00710011
-0.000199584, -0.0328999
-0.00019958, 0.00710011
-0.000199576, 0.00710011
-0.000199572, 0.00710011
-0.000199568, 0.00710011
-0.000199564, -0.0328999
-0.00019956, 0.00710011
-0.000199556, 0.00710011
-0.000199552, -0.0328999
-0.000199548, -0.0328999
-0.000199544, -0.0328999
-0.00019954, 0.00710011
-0.000199536, 0.00710011
-0.000199532, 0.00710011
-0.000199528, 0.00710011
-0.000199524, 0.00710011
-0.00019952, 0.00710011
-0.000199516, 0.00710011
-0.000199512, 0.0471001
-0.000199508, 0.00710011
-0.000199504, 0.00710011
-0.0001995, 0.00710011
-0.000199496, 0.00710011
-0.000199492, 0.00710011
-0.000199488, 0.00710011
-0.000199484, -0.0328999
-0.00019948, -0.0328999
-0.000199476, 0.00710011
-0.000199472, 0.00710011
-0.000199468, 0.00710011
-0.000199464, 0.0871001
-0.00019946, -0.0328999
-0.000199456, 0.00710011
-0.000199452, 0.00710011
-0.000199448, 0.00710011
-0.000199444, 0.00710011
-0.00019944, -0.0328999
-0.000199436, 0.00710011
-0.000199432, -0.0328999
-0.000199428, -0.0328999
-0.000199424, 0.00710011
-0.00019942, 0.00710011
-0.000199416, -0.0328999
-0.000199412, -0.0328999
-0.000199408, 0.00710011
-0.000199404, 0.00710011
-0.0001994, 0.00710011
-0.000199396, 0.00710011
-0.000199392, 0.00710011
-0.000199388, 0.00710011
-0.000199384, 0.00710011
-0.00019938, 0.00710011
-0.000199376, 0.00710011
-0.000199372, 0.00710011
-0.000199368, 0.00710011
-0.000199364, 0.00710011
-0.00019936, 0.00710011
-0.000199356, -0.0328999
-0.000199352, 0.00710011
-0.000199348, 0.00710011
-0.000199344, 0.00710011
-0.00019934, 0.00710011
-0.000199336, 0.00710011
-0.000199332, -0.0328999
-0.000199328, -0.0328999
-0.000199324, 0.00710011
-0.00019932, 0.00710011
-0.000199316, 0.00710011
-0.000199312, 0.00710011
-0.000199308, -0.0328999
-0.000199304, 0.00710011
-0.0001993, 0.00710011
-0.000199296, 0.00710011
-0.000199292, 0.00710011
-0.000199288, 0.00710011
-0.000199284, 0.00710011
-0.00019928, 0.00710011
-0.000199276, -0.0328999
-0.000199272, -0.0328999
-0.000199268, -0.0328999
-0.000199264, -0.0328999
-0.00019926, 0.00710011
-0.000199256, -0.0328999
-0.000199252, -0.0328999
-0.000199248, -0.0328999
-0.000199244, 0.00710011
-0.00019924, 0.00710011
-0.000199236, 0.00710011
-0.000199232, 0.00710011
-0.000199228, -0.0328999
-0.000199224, 0.00710011
-0.00019922, 0.00710011
-0.000199216, 0.00710011
-0.000199212, 0.00710011
-0.000199208, 0.00710011
-0.000199204, 0.00710011
-0.0001992, -0.0328999
-0.000199196, -0.0328999
-0.000199192, 0.00710011
-0.000199188, 0.00710011
-0.000199184, -0.0328999
-0.00019918, 0.00710011
-0.000199176, -0.0328999
-0.000199172, 0.00710011
-0.000199168, 0.00710011
-0.000199164, 0.00710011
-0.00019916, 0.00710011
-0.000199156, -0.0328999
-0.000199152, -0.0328999
-0.000199148, 0.00710011
-0.000199144, 0.00710011
-0.00019914, 0.00710011
-0.000199136, 0.00710011
-0.000199132, 0.00710011
-0.000199128, 0.00710011
-0.000199124, 0.00710011
-0.00019912, 0.00710011
-0.000199116, 0.00710011
-0.000199112, -0.0328999
-0.000199108, 0.00710011
-0.000199104, -0.0328999
-0.0001991, -0.0328999
-0.000199096, 0.00710011
-0.000199092, -0.0328999
-0.000199088, 0.00710011
-0.000199084, 0.00710011
-0.00019908, -0.0328999
-0.000199076, 0.00710011
-0.000199072, -0.0328999
-0.000199068, 0.00710011
-0.000199064, 0.00710011
-0.00019906, 0.00710011
-0.000199056, 0.00710011
